подводить/подвести,to lead up; (coll) let (s.o.) down,"i подвожу, подводишь; подводить итоги to sum up",,
подозревать,to suspect,no p,,
пои́стине,indeed,,,
поко́йный,"calm; late, deceased",,,
посещать/посетить,to visit (a place),"p посещу, посетишь",,
постановление,"resolution, decree",,,
пот,sweat,pr sg в поту,,
пребывание,stay,,,
предварительный,preliminary; prior,,,
приготавливать/приготовить,to prepare,"p приготовлю, приготовишь",,
при́стально,fixedly,смотреть пристально на +а to stare at,,
протяжение,extent; expanse,,,
на,during,,,
разнообразие,variety,,,
рассматривать/рассмотреть,to examine; make out,"p рассмотрю, рассмотришь",,
рвать/по-,to tear,"i рву, рвёшь, past рвал, рвала, рвало",,
рели́гия,religion,,,
ро́дственник,relative,,,
сбивать/сбить,"to knock down; confuse; whip, whisk; distract, beat","p собью, собьёшь",,
сворачивать/свернуть,to roll (up); turn,p Она свернула налево She turned left,,
сводить/свести,"to take (s.o. somewhere); bring together; (c +g) take down, away","i свожу, сводишь/p сведу, сведёшь, past свёл, свела",,
скамейка,bench,g pl скамеек,,
совершенствование,improvement,,,
сокро́вище,treasure,,,
сплошь,completely,сплошь и рядом very frequently,,
судья,judge; referee,"nom pl судьи, g pl судей, d pl судьям",,
существующий,existing,,,
толщина,thickness,,,
видать/у-,to see (coll),,,
у́жин,supper,,,
усадьба,country estate,g pl усадеб and усадьб,,
хранить,"to keep, store",,,
чашка,cup,g pl чашек,,
чепуха́,nonsense,,,
явный,"obvious, overt",,,
бревно,"log, beam","nom pl брёвна, g pl брёвен",,
видне́ться,to be visible,i виднеется,,
вклад,contribution,,,
восстанавливать/восстановить,"to restore, reconstruct; (+a против +g) set s.o. against s.o.","p восстановлю, восстановишь",,
вре́менно,temporarily,,,
вызов,summons; challenge,,,
вылезать/вылезти,to climb out (of),"p вылезти or вылезть; p вылезу, вылезешь; past вылез, вылезла",,
годово́й,yearly,,,
готовность,readiness,,,
доступный,accessible,,,
жа́рко,hotly; it’s hot,,,
задумывать/задумать,to think up; plan,,,
запрос,official request,,,
издалека́,from a distance,,,
интересоваться/за-,to be interested in,"i интересуюсь, интересуешься",,
кадр,frame; cadre,,,
кадры,"staff, personnel",,,
каково́й,which (official style),= который/какой,,
кивать/кивнуть,to nod,,,
кита́йский,Chinese,,,
корм,fodder,,,
краси́во,"beautifully, attractively",,,
крова́вый,bloody,,,
крышка,lid,g pl крышек,,
кушать/с-,to eat,по- p/с- р,,
напиваться/напиться,to drink one’s fill; get drunk,"p напьюсь, напьёшься, past напился, напилась",,
нарушение,"violation, offence",,,
нелегко́,(it’s) not easy,,,
нестись/по-,to rush,"i несусь, несёшься; past нёсся, неслась",,
нить,thread,,,
ночевать/пере-,to spend the night,"i ночую, ночуешь",,
нра́вственный,moral,,,
объединённый,united,Объединённые Нации United Nations,,
окра́ина,outskirts,,,
описание,description,,,
остановка,stop,g pl остановок; без остановки without stopping,,
очевидный,obvious,,,
очерк,"essay, study",,,
патрон,cartridge,,,
пе́нсия,pension,на пенсии retired,,
плен,captivity,pr sg в плену,,
плоский,flat,,,
плотно,tightly,,,
подвал,"cellar, basement",,,
подчёркивать/подчеркнуть,to underline; emphasize,,,
подыматься/подняться,to rise; climb (coll),= подниматься,,
есть/по-,to eat a little,"p поём, поёшь, поест, поедим, поедите, поедят, past поел, поела",,
полгода,half a year,g полугода,,
нести/по-,to carry,"i: несу, несёшь; past нёс, несла; p понесу, понесёшь, past понёс, понесла",,
приниматься/приняться,"to get down, start work on","p примусь, примешься; past принялся, принялась",,
